(.*m.yougou.com/index.php/order/cmbresult.*)|(.*m.yougou.com/index.php/order/payresult.*){}10759	1
.*www.lulutrip.com/checkout/do_pay/payment-credit/display-confirmed.*{}15996	1
http://m.yougou.com/index.php/order/submitorder.*{}10759	1
http://www.yongche.com/order/prepare_pay.php.*{}1096	1
http://www.yougou.com/order/createOrder.jhtml{}10759	1
.*.(redbaby|binggo).com.*ordersuccess.htm.*{}921	1
http://www.olele.cn/flow.php.*step=done.*{}1084	1
http://www.yougou.com/pay/payOnline.sc{}10759	1
http://www.koolearn.com/shopping.*{}232	1
.*checkout/orderConfirmation.*{}18770	1
.*www.adsage.cn/about_7.html.*{}23110	1
http://www.qiuchengxun.com{}12177	1
http://www.dkfdsl.com{}10648	1
http://WWW.AIQIYI.COM{}1187	1
http://WWW.BAIDU.COM{}12224	1
http://ww.sfkjoa.com{}12575	1
(.*www.zhuce.com.*){}10283	1
http://www.dfkj.com{}10556	1
.*www.anyplay.com.*{}10979	1
.*www.cvtest.com.*{}17179	1
.*www.aoxian.com.*{}17149	1
.*www.dsasad.com.*{}17922	1
.*www.comit.com.*{}22468	1
.*WWW.NIHAO.COM.*{}10979	1
.*www.inter.com.*{}17915	1
.*www.cvvv.vom.*{}17149	1
.*aimer.com.cn.*{}10729	1
.*www.444.com.*{}20437	1
.*www.ds.com.*{}17924	1
.*www.cv.com.*{}11065	1
.*www.test555.com.*{}10652	3
.*www.ninud.com.*{}10979	3
.*mail.adsage.com{}17149	5
.*www.glamour-sales.com.cn/customer/account/login.*{}11050	7
.*www.tianhong.cn/Cart/AddOrder.do.*{}18150	7
.*WWW.AA.COM.*{}10979	7
.*www.xianhua.com.*{}17149	15
.*www.hhh.com.*{}10979	15
(.*www.top1.cn/Products/OrderSaveOK.aspx.*)|(.*www.top1.cn/Products/OrderSaveOK.aspx.*)|(.*www.top1.cn/Products/OrderSaveOK.aspx.*){}12132	30
.*www.shishangqiyi.com/Order/Order_[Ee]nd(_bankcard_Alipay|_bankcard|_99bill|_creditcard|_alipay|).asp.*{}827	30
.*www.shishang71.com/Order/Order_[Ee]nd(_bankcard_Alipay|_bankcard|_99bill|_creditcard|_alipay|).asp.*{}827	30
(.*www.revolveclothing.com/AlipayWaiting.jsp.*)|(.*www.revolveclothing.com/AlipayWaiting.jsp.*){}10681	30
(.*www.revolveclothing.com/ExternalData.jsp.*)|(.*www.revolveclothing.com/ExternalData.jsp.*){}10681	30
(http://www.tianpin.com/respond.*|http://www.tianpin.com/[?]app_act=/respond/do_index.*){}10434	30
.*(www|outbound).cits.com.cn/cits/teamtravel/outbound/finishOrder.html[?].*{}784	30
.*(www|domestic).cits.com.cn/cits/teamtravel/domestic/finishOrder.html[?].*{}784	30
http://www.top1.cn/Products/TopOrderSaveOK.aspx[?]t=DayTransfer&NeedPay=1{}12132	30
.*(www|diy).cits.com.cn/cits/selftravel/selftravelsuccesstopage.html[?].*{}784	30
http://www.top1.cn/Products/TopOrderSaveOK.aspx[?]t=DayTransfer&NeedPay=0{}12132	30
.*driving.cits.com.cn/cits/teamtravel/selfdriving/finishOrder.html[?].*{}784	30
http://huixuan.ctrip.com/htlinvbooking/booking/IPayReserveSuccess.aspx{}1219	30
(.*www.corporatetravel.ctrip.com/HotelDomestic/ReserveSuccess.aspx.*){}1219	30
.*citytour.cits.com.cn/cits/teamtravel/cityTour/finishOrder.html[?].*{}784	30
(.*www.corporatetravel.ctrip.com/flightdomestic/CommitOrder.aspx.*){}1219	30
.*reservations.millenniumhotels.com/ibe/confirm.aspx[?]hotelID=.*{}20054	30
https://my.ochirly.com/webapp/wcs/stores/servlet/AjaxLogonForm.*{}1160	30
https://cart.suning.com/emall/SNCart2ManageCmd[?]catalogId=10051{}11869	30
.*tuan.womai.com/groupBuy/order.do[?]method=saveOrupdateOrder.*{}687	30
http://my.kuakao.com/front/order/showOrder.action[?]orderId=.*{}10612	30
.*glamour-sales.com.cn/onlinepay/payment/redirect/order_id/.*{}1192	30
http://vacations.ctrip.com/booking/PkgOrderSuccess.aspx[?].*{}1219	30
(.*www.corporatetravel.ctrip.com/flightintl/FltCheck.aspx.*){}1219	30
https://pay.suning.com/epp-paycore/payGateWay/paySuccess.htm{}11869	30
https://pay.suning.com/epp-open/openService/gate-way.action{}11869	30
.*my.fiveplus.com/webapp/wcs/stores/servlet/AjaxLogonForm.*{}1160	30
https://cart.suning.com/emall/OrderItemDisplay[?]langId=-7{}11869	30
.*www.glamour-sales.com.cn/htmlfive/payment/wapsuccess/.*{}1192	30
(.*www.ctrip.com/supermarket/reservcenter/hotelpay.asp.*){}1219	30
.*glamour-sales.com.cn/checkout/onepage/repaysuccess/.*{}1192	30
(.*trains.ctrip.com/TrainBooking/ReserveSuccess.aspx.*){}1219	30
(.*hotels.ctrip.com/Domestic/IPayReserveSuccess.aspx.*){}1219	30
(.*secure.fxclub.org/fx.*)|(.*secure.fxclub.org/fx.*){}10638	30
.*www.(camelcn|usa-camel).com/[oO]rder[Cc]onf.aspx.*{}1174	30
.*shop.yrychina.com/Account/shoppingPay_[123].html.*{}1225	30
(.*flights.ctrip.com/international/FltCheck.aspx.*){}1219	30
(.*hotels.ctrip.com/Domestic/ReserveSuccess.aspx.*){}1219	30
.*www.pingan.com/pa18shoplife/children/bonus.jsp.*{}22523	30
.*glamour-sales.com.cn/checkout/onepage/success/.*{}1192	30
.*lvyou.mangocity.com/vacation-complete-f.shtml.*{}1209	30
http://www.zhiwo.com/order/callback[?]status=succ{}1181	30
(.*flights.ctrip.com/Domestic/CommitOrder.aspx.*){}1219	30
.*vegas.com/mytrip/app/?wicket:interface=confpm*{}10625	30
(.*tuan.ctrip.com/group/AliPay/PayReturn.aspx.*){}1219	30
.*www.kt-mall.com/index.php.*m=Cart&a=Generate.*{}1148	30
.*www.glamour-sales.com.cn/checkout/onepage/.*{}1192	30
.*direct.fujixerox.com.cn/orders/complete/.*{}1183	30
.*www.my-le.com/shopping/saveOrders.action.*{}11397	30
http://www.wangjiu.com/cart/order.html[?]s=0{}11312	30
.*ys7.com/mobile/member-orderdetail-.*html.*{}20190	30
http://www.imandarin.net/member/oversea.php{}1066	30
.*www.springtour.com/Tour/Order/BookOrder.*{}11398	30
.*www.jinjianginns.com/jjinn/check.html.*{}18361	30
.*www.xueersi.com/shoppingcart/complete.*{}960	30
www.wangjiu.com/cart/orderSucc.html[?]e=0{}11312	30
http://www.imandarin.net/member/apply.php{}1066	30
.*www.springtour.com/Vacation/pay/GoPay.*{}11398	30
.*haoshili.com.cn/shop/dingdanxinxi.php.*{}1213	30
http://www.podinns.com/HotelBook/NoPay.*{}1156	30
.*lulutrip.com/checkout/do_pay/payment.*{}16925	30
http://www.top1.cn/tools/PayCenter.aspx{}12132	30
.*.mklm.(com|cn)/flow.php[?]step=done.*{}1129	30
.*www.springtour.com/Youlun/pay/GoPay.*{}11398	30
.*www.springtour.com/Ticket/pay/gopay.*{}11398	30
http://user.myxiequ.com/order/cancel.*{}10435	30
.*ys7.com/paycenter-result-.*html?.*{}20190	30
.*bm.huatu.com/plus/carbuyaction.php.*{}17467	30
.*www.springtour.com/Hotel/pay/gopay.*{}11398	30
http://www.myxiequ.com/cart/finish.*{}10435	30
http://www.youzhan.com/forward.php.*{}21880	30
http://www.yeecare.com/flowdone.php{}11396	30
.*www.7lk.cn/Cart/AlipayReturn.do.*{}11200	30
.*.wyn88.com/user/orderInfo.aspx.*{}1176	30
.*passport.520.cn/home/orderpay/.*{}1173	30
http://www.imandarin.net/local.php{}1066	30
.*www.womai.com/Cart/AddOrder.do.*{}687	30
.*www.taohv.com.cn/direct_flow.php{}1178	30
.*www.hhtravel.com/Order/Submit1.*{}1219	30
http://www.7lk.cn/Cart/AddOrder.do{}11200	30
(.*shopping.jxdyf.com/complete.*){}10330	30
.*sh.womai.com/Cart/AddOrder.do.*{}687	30
.*.vcotton.com/checkout/payment.*{}975	30
.*passport.520.cn/EBankNotify/.*{}1173	30
.*haoshili.com.cn/shop/suc.php.*{}1213	30
.*piao.163.com/order/pay.html.*{}12685	30
http://www.zhiwo.com/cart/pay{}1181	30
.*www.jiameidental.com/yy/.*{}1218	30
.*.zbird.com/pay/orderpay.*{}1187	30
.*shop.360hqb.com/payment.*{}1191	30
.*7wgo.com/pay/&order_sn=.*{}15222	30
.*jiaju.com/o/trade/pay/.*{}1140	30
(.*www.sjq.cn/index.php.*){}1205	30
.*.wine9.com/fdone.html.*{}1145	30
.*www.adsage201124.com.*{}10242	30
.*soft.adsage.cn.*{}22390	30
.*ys7.com/order-.*{}20190	30
.*dfsakjjoisa.com{}1187	30
.*.adsage.com{}12837	30
